"","ratd","ratr","ratrd","Name","Name_f","Byear","PDGA","year","Age"
"19173","9-Sep-2008",1003,71,"Tannock","Dean",1962,4028,2008,46
"19174","24-Jun-2008",1007,57,"Tannock","Dean",1962,4028,2008,46
"19175","29-Apr-2008",1013,70,"Tannock","Dean",1962,4028,2008,46
"19176","29-Jan-2008",1017,63,"Tannock","Dean",1962,4028,2008,46
"19177","13-Nov-2007",1018,64,"Tannock","Dean",1962,4028,2007,45
"19178","28-Aug-2007",1016,68,"Tannock","Dean",1962,4028,2007,45
"19179","26-Jun-2007",1020,73,"Tannock","Dean",1962,4028,2007,45
"19180","10-Apr-2007",1022,70,"Tannock","Dean",1962,4028,2007,45
"19181","19-Dec-2006",1024,80,"Tannock","Dean",1962,4028,2006,44
"19182","19-Sep-2006",1022,83,"Tannock","Dean",1962,4028,2006,44
"19183","27-Jun-2006",1022,78,"Tannock","Dean",1962,4028,2006,44
"19184","18-Apr-2006",1025,79,"Tannock","Dean",1962,4028,2006,44
"19185","24-Jan-2006",1025,67,"Tannock","Dean",1962,4028,2006,44
"19186","15-Dec-2005",1025,63,"Tannock","Dean",1962,4028,2005,43
"19187","4-Oct-2005",1020,55,"Tannock","Dean",1962,4028,2005,43
"19188","15-Sep-2005",1020,53,"Tannock","Dean",1962,4028,2005,43
"19189","15-Jul-2005",1019,57,"Tannock","Dean",1962,4028,2005,43
"19190","15-May-2005",1017,51,"Tannock","Dean",1962,4028,2005,43
"19191","15-Feb-2005",1013,57,"Tannock","Dean",1962,4028,2005,43
"19192","15-Dec-2004",1013,54,"Tannock","Dean",1962,4028,2004,42
"19193","15-Sep-2004",1013,51,"Tannock","Dean",1962,4028,2004,42
"19194","15-Jul-2004",1009,40,"Tannock","Dean",1962,4028,2004,42
"19195","15-May-2004",1003,44,"Tannock","Dean",1962,4028,2004,42
"19196","15-Feb-2004",996,35,"Tannock","Dean",1962,4028,2004,42
"19197","15-Dec-2003",997,36,"Tannock","Dean",1962,4028,2003,41
"19198","15-Sep-2003",992,33,"Tannock","Dean",1962,4028,2003,41
"19199","15-Jul-2003",998,28,"Tannock","Dean",1962,4028,2003,41
"19200","15-May-2003",1004,21,"Tannock","Dean",1962,4028,2003,41
"19201","15-Mar-2003",1004,20,"Tannock","Dean",1962,4028,2003,41
"19202","30-Sep-2002",1005,17,"Tannock","Dean",1962,4028,2002,40
"19203","27-May-2002",993,20,"Tannock","Dean",1962,4028,2002,40
"19204","16-Dec-2001",993,18,"Tannock","Dean",1962,4028,2001,39
"19205","1-Jul-2001",998,18,"Tannock","Dean",1962,4028,2001,39
"19206","29-Apr-2001",993,17,"Tannock","Dean",1962,4028,2001,39
"19207","27-Aug-2000",988,22,"Tannock","Dean",1962,4028,2000,38
"19208","25-Jun-2000",987,17,"Tannock","Dean",1962,4028,2000,38
"19209","30-Apr-2000",979,14,"Tannock","Dean",1962,4028,2000,38
"19210","31-Oct-1999",979,13,"Tannock","Dean",1962,4028,1999,37
"19211","25-Apr-1999",980,12,"Tannock","Dean",1962,4028,1999,37
"19212","8-Aug-1998",982,8,"Tannock","Dean",1962,4028,1998,36
"18312","14-Feb-2023",972,31,"Smith","George",1971,4034,2023,52
"18313","8-Nov-2022",970,34,"Smith","George",1971,4034,2022,51
"18314","13-Sep-2022",976,42,"Smith","George",1971,4034,2022,51
"18315","9-Aug-2022",976,42,"Smith","George",1971,4034,2022,51
"18316","12-Jul-2022",974,42,"Smith","George",1971,4034,2022,51
"18317","14-Jun-2022",974,42,"Smith","George",1971,4034,2022,51
"18318","10-May-2022",983,36,"Smith","George",1971,4034,2022,51
"18319","12-Apr-2022",978,41,"Smith","George",1971,4034,2022,51
"18320","14-Dec-2021",977,41,"Smith","George",1971,4034,2021,50
"18321","9-Nov-2021",981,40,"Smith","George",1971,4034,2021,50
"18322","12-Oct-2021",979,45,"Smith","George",1971,4034,2021,50
"18323","14-Sep-2021",983,42,"Smith","George",1971,4034,2021,50
"18324","10-Aug-2021",983,38,"Smith","George",1971,4034,2021,50
"18325","13-Jul-2021",979,32,"Smith","George",1971,4034,2021,50
"18326","8-Jun-2021",977,27,"Smith","George",1971,4034,2021,50
"18327","11-May-2021",974,25,"Smith","George",1971,4034,2021,50
"18328","13-Apr-2021",972,22,"Smith","George",1971,4034,2021,50
"18329","9-Mar-2021",977,19,"Smith","George",1971,4034,2021,50
"18330","10-Nov-2020",979,20,"Smith","George",1971,4034,2020,49
"18331","13-Oct-2020",989,22,"Smith","George",1971,4034,2020,49
"18332","8-Sep-2020",991,22,"Smith","George",1971,4034,2020,49
"18333","11-Aug-2020",994,32,"Smith","George",1971,4034,2020,49
"18334","14-Jul-2020",995,39,"Smith","George",1971,4034,2020,49
"18335","10-Mar-2020",995,53,"Smith","George",1971,4034,2020,49
"18336","11-Feb-2020",993,53,"Smith","George",1971,4034,2020,49
"18337","12-Nov-2019",994,54,"Smith","George",1971,4034,2019,48
"18338","8-Oct-2019",995,51,"Smith","George",1971,4034,2019,48
"18339","10-Sep-2019",993,49,"Smith","George",1971,4034,2019,48
"18340","13-Aug-2019",993,47,"Smith","George",1971,4034,2019,48
"18341","9-Jul-2019",994,49,"Smith","George",1971,4034,2019,48
"18342","11-Jun-2019",994,53,"Smith","George",1971,4034,2019,48
"18343","14-May-2019",992,57,"Smith","George",1971,4034,2019,48
"18344","9-Apr-2019",989,55,"Smith","George",1971,4034,2019,48
"18345","26-Feb-2019",994,54,"Smith","George",1971,4034,2019,48
"18346","28-Nov-2018",996,52,"Smith","George",1971,4034,2018,47
"18347","30-Oct-2018",998,54,"Smith","George",1971,4034,2018,47
"18348","9-Oct-2018",1001,61,"Smith","George",1971,4034,2018,47
"18349","11-Sep-2018",1001,66,"Smith","George",1971,4034,2018,47
"18350","31-Jul-2018",1001,65,"Smith","George",1971,4034,2018,47
"18351","26-Jun-2018",999,65,"Smith","George",1971,4034,2018,47
"18352","22-May-2018",999,56,"Smith","George",1971,4034,2018,47
"18353","17-Apr-2018",1000,63,"Smith","George",1971,4034,2018,47
"18354","14-Nov-2017",1001,72,"Smith","George",1971,4034,2017,46
"18355","25-Oct-2017",999,71,"Smith","George",1971,4034,2017,46
"18356","26-Sep-2017",998,72,"Smith","George",1971,4034,2017,46
"18357","22-Aug-2017",997,70,"Smith","George",1971,4034,2017,46
"18358","25-Jul-2017",1000,73,"Smith","George",1971,4034,2017,46
"18359","27-Jun-2017",998,74,"Smith","George",1971,4034,2017,46
"18360","23-May-2017",1000,77,"Smith","George",1971,4034,2017,46
"18361","26-Apr-2017",1000,76,"Smith","George",1971,4034,2017,46
"18362","28-Mar-2017",999,76,"Smith","George",1971,4034,2017,46
"18363","6-Dec-2016",998,74,"Smith","George",1971,4034,2016,45
"18364","15-Nov-2016",999,74,"Smith","George",1971,4034,2016,45
"18365","18-Oct-2016",1000,73,"Smith","George",1971,4034,2016,45
"18366","20-Sep-2016",1001,73,"Smith","George",1971,4034,2016,45
"18367","16-Aug-2016",1003,71,"Smith","George",1971,4034,2016,45
"18368","19-Jul-2016",1003,64,"Smith","George",1971,4034,2016,45
"18369","21-Jun-2016",1003,65,"Smith","George",1971,4034,2016,45
"18370","17-May-2016",1003,66,"Smith","George",1971,4034,2016,45
"18371","19-Apr-2016",1001,66,"Smith","George",1971,4034,2016,45
"18372","22-Mar-2016",1001,69,"Smith","George",1971,4034,2016,45
"18373","8-Dec-2015",998,63,"Smith","George",1971,4034,2015,44
"18374","17-Nov-2015",999,65,"Smith","George",1971,4034,2015,44
"18375","20-Oct-2015",1000,62,"Smith","George",1971,4034,2015,44
"18376","30-Sep-2015",1001,57,"Smith","George",1971,4034,2015,44
"18377","1-Sep-2015",996,52,"Smith","George",1971,4034,2015,44
"18378","28-Jul-2015",996,56,"Smith","George",1971,4034,2015,44
"18379","23-Jun-2015",992,55,"Smith","George",1971,4034,2015,44
"18380","26-May-2015",991,56,"Smith","George",1971,4034,2015,44
"18381","28-Apr-2015",992,58,"Smith","George",1971,4034,2015,44
"18382","27-Jan-2015",997,61,"Smith","George",1971,4034,2015,44
"18383","16-Dec-2014",997,59,"Smith","George",1971,4034,2014,43
"18384","30-Sep-2014",996,71,"Smith","George",1971,4034,2014,43
"18385","9-Sep-2014",999,70,"Smith","George",1971,4034,2014,43
"18386","26-Aug-2014",1000,80,"Smith","George",1971,4034,2014,43
"18387","15-Jul-2014",1000,80,"Smith","George",1971,4034,2014,43
"18388","24-Jun-2014",1001,80,"Smith","George",1971,4034,2014,43
"18389","27-May-2014",1002,83,"Smith","George",1971,4034,2014,43
"18390","18-Mar-2014",1001,83,"Smith","George",1971,4034,2014,43
"18391","21-Jan-2014",999,84,"Smith","George",1971,4034,2014,43
"18392","19-Nov-2013",1002,82,"Smith","George",1971,4034,2013,42
"18393","22-Oct-2013",1004,73,"Smith","George",1971,4034,2013,42
"18394","1-Oct-2013",1006,71,"Smith","George",1971,4034,2013,42
"18395","13-Aug-2013",1006,66,"Smith","George",1971,4034,2013,42
"18396","2-Jul-2013",1002,72,"Smith","George",1971,4034,2013,42
"18397","11-Jun-2013",1000,71,"Smith","George",1971,4034,2013,42
"18398","21-May-2013",1001,72,"Smith","George",1971,4034,2013,42
"18399","23-Apr-2013",1005,70,"Smith","George",1971,4034,2013,42
"18400","26-Mar-2013",1002,81,"Smith","George",1971,4034,2013,42
"18401","18-Dec-2012",1003,75,"Smith","George",1971,4034,2012,41
"18402","13-Nov-2012",1003,73,"Smith","George",1971,4034,2012,41
"18403","23-Oct-2012",1001,76,"Smith","George",1971,4034,2012,41
"18404","18-Sep-2012",1000,80,"Smith","George",1971,4034,2012,41
"18405","14-Aug-2012",999,75,"Smith","George",1971,4034,2012,41
"18406","3-Jul-2012",995,65,"Smith","George",1971,4034,2012,41
"18407","15-May-2012",994,59,"Smith","George",1971,4034,2012,41
"18408","23-Mar-2012",1003,58,"Smith","George",1971,4034,2012,41
"18409","22-Nov-2011",1006,56,"Smith","George",1971,4034,2011,40
"18410","25-Oct-2011",1005,61,"Smith","George",1971,4034,2011,40
"18411","13-Sep-2011",1002,60,"Smith","George",1971,4034,2011,40
"18412","30-Aug-2011",1004,72,"Smith","George",1971,4034,2011,40
"18413","12-Jul-2011",1010,71,"Smith","George",1971,4034,2011,40
"18414","21-Jun-2011",1008,71,"Smith","George",1971,4034,2011,40
"18415","17-May-2011",1015,62,"Smith","George",1971,4034,2011,40
"18416","29-Mar-2011",1011,66,"Smith","George",1971,4034,2011,40
"18417","14-Dec-2010",1009,59,"Smith","George",1971,4034,2010,39
"18418","26-Oct-2010",1009,57,"Smith","George",1971,4034,2010,39
"18419","31-Aug-2010",1016,58,"Smith","George",1971,4034,2010,39
"18420","20-Jul-2010",1005,60,"Smith","George",1971,4034,2010,39
"18421","22-Jun-2010",1004,57,"Smith","George",1971,4034,2010,39
"18422","4-May-2010",1006,59,"Smith","George",1971,4034,2010,39
"18423","15-Dec-2009",1003,60,"Smith","George",1971,4034,2009,38
"18424","20-Oct-2009",1003,58,"Smith","George",1971,4034,2009,38
"18425","1-Sep-2009",1004,58,"Smith","George",1971,4034,2009,38
"18426","21-Jul-2009",1010,58,"Smith","George",1971,4034,2009,38
"18427","19-May-2009",1011,67,"Smith","George",1971,4034,2009,38
"18428","17-Mar-2009",1014,69,"Smith","George",1971,4034,2009,38
"18429","27-Jan-2009",1015,68,"Smith","George",1971,4034,2009,38
"18430","25-Nov-2008",1016,65,"Smith","George",1971,4034,2008,37
"18431","9-Sep-2008",1010,67,"Smith","George",1971,4034,2008,37
"18432","24-Jun-2008",1008,62,"Smith","George",1971,4034,2008,37
"18433","29-Apr-2008",1006,55,"Smith","George",1971,4034,2008,37
"18434","29-Jan-2008",1006,66,"Smith","George",1971,4034,2008,37
"18435","13-Nov-2007",1005,71,"Smith","George",1971,4034,2007,36
"18436","28-Aug-2007",1009,80,"Smith","George",1971,4034,2007,36
"18437","26-Jun-2007",1007,85,"Smith","George",1971,4034,2007,36
"18438","10-Apr-2007",1008,87,"Smith","George",1971,4034,2007,36
"18439","19-Dec-2006",1008,76,"Smith","George",1971,4034,2006,35
"18440","19-Sep-2006",1009,73,"Smith","George",1971,4034,2006,35
"18441","27-Jun-2006",1009,67,"Smith","George",1971,4034,2006,35
"18442","15-Dec-2005",1009,89,"Smith","George",1971,4034,2005,34
"18443","15-Sep-2005",1013,82,"Smith","George",1971,4034,2005,34
"18444","15-Jul-2005",1014,90,"Smith","George",1971,4034,2005,34
"18445","15-May-2005",1013,78,"Smith","George",1971,4034,2005,34
"18446","15-Feb-2005",1010,76,"Smith","George",1971,4034,2005,34
"18447","15-Dec-2004",1010,75,"Smith","George",1971,4034,2004,33
"18448","15-Sep-2004",1010,72,"Smith","George",1971,4034,2004,33
"18449","15-Jul-2004",1007,61,"Smith","George",1971,4034,2004,33
"18450","15-May-2004",1007,67,"Smith","George",1971,4034,2004,33
"18451","15-Feb-2004",1009,65,"Smith","George",1971,4034,2004,33
"18452","15-Dec-2003",1009,65,"Smith","George",1971,4034,2003,32
"18453","15-Sep-2003",1003,56,"Smith","George",1971,4034,2003,32
"18454","15-Jul-2003",1003,56,"Smith","George",1971,4034,2003,32
"18455","15-May-2003",1006,53,"Smith","George",1971,4034,2003,32
"18456","15-Mar-2003",1010,51,"Smith","George",1971,4034,2003,32
"18457","31-Dec-2002",1009,51,"Smith","George",1971,4034,2002,31
"18458","30-Sep-2002",1010,51,"Smith","George",1971,4034,2002,31
"18459","28-Jul-2002",1010,38,"Smith","George",1971,4034,2002,31
"18460","27-May-2002",1000,38,"Smith","George",1971,4034,2002,31
"18461","31-Mar-2002",997,35,"Smith","George",1971,4034,2002,31
"18462","16-Dec-2001",992,29,"Smith","George",1971,4034,2001,30
"18463","26-Aug-2001",993,32,"Smith","George",1971,4034,2001,30
"18464","1-Jul-2001",994,30,"Smith","George",1971,4034,2001,30
"18465","29-Apr-2001",997,23,"Smith","George",1971,4034,2001,30
"18466","27-Aug-2000",992,29,"Smith","George",1971,4034,2000,29
"18467","25-Jun-2000",989,30,"Smith","George",1971,4034,2000,29
"18468","30-Apr-2000",989,24,"Smith","George",1971,4034,2000,29
"18469","29-Aug-1999",988,23,"Smith","George",1971,4034,1999,28
"18470","27-Jun-1999",972,17,"Smith","George",1971,4034,1999,28
"18471","25-Apr-1999",968,10,"Smith","George",1971,4034,1999,28
"18472","8-Aug-1998",963,10,"Smith","George",1971,4034,1998,27
"3322","11-Mar-2025",1029,1,"Climo","Ken",1968,4297,2025,57
"3323","12-Apr-2022",1024,20,"Climo","Ken",1968,4297,2022,54
"3324","12-Jan-2021",1024,20,"Climo","Ken",1968,4297,2021,53
"3325","23-May-2017",1024,20,"Climo","Ken",1968,4297,2017,49
"3326","6-Dec-2016",1024,24,"Climo","Ken",1968,4297,2016,48
"3327","15-Nov-2016",1022,26,"Climo","Ken",1968,4297,2016,48
"3328","20-Sep-2016",1022,34,"Climo","Ken",1968,4297,2016,48
"3329","19-Jul-2016",1024,35,"Climo","Ken",1968,4297,2016,48
"3330","21-Jun-2016",1025,34,"Climo","Ken",1968,4297,2016,48
"3331","19-Apr-2016",1026,37,"Climo","Ken",1968,4297,2016,48
"3332","22-Mar-2016",1026,37,"Climo","Ken",1968,4297,2016,48
"3333","26-Jan-2016",1023,43,"Climo","Ken",1968,4297,2016,48
"3334","17-Nov-2015",1026,43,"Climo","Ken",1968,4297,2015,47
"3335","20-Oct-2015",1026,43,"Climo","Ken",1968,4297,2015,47
"3336","30-Sep-2015",1025,43,"Climo","Ken",1968,4297,2015,47
"3337","1-Sep-2015",1027,42,"Climo","Ken",1968,4297,2015,47
"3338","23-Jun-2015",1031,42,"Climo","Ken",1968,4297,2015,47
"3339","26-May-2015",1033,36,"Climo","Ken",1968,4297,2015,47
"3340","28-Apr-2015",1032,39,"Climo","Ken",1968,4297,2015,47
"3341","24-Mar-2015",1031,39,"Climo","Ken",1968,4297,2015,47
"3342","16-Dec-2014",1031,39,"Climo","Ken",1968,4297,2014,46
"3343","18-Nov-2014",1028,40,"Climo","Ken",1968,4297,2014,46
"3344","28-Oct-2014",1027,38,"Climo","Ken",1968,4297,2014,46
"3345","9-Sep-2014",1027,34,"Climo","Ken",1968,4297,2014,46
"3346","15-Jul-2014",1024,40,"Climo","Ken",1968,4297,2014,46
"3347","27-May-2014",1024,49,"Climo","Ken",1968,4297,2014,46
"3348","18-Mar-2014",1024,53,"Climo","Ken",1968,4297,2014,46
"3349","17-Dec-2013",1026,52,"Climo","Ken",1968,4297,2013,45
"3350","22-Oct-2013",1029,52,"Climo","Ken",1968,4297,2013,45
"3351","1-Oct-2013",1030,51,"Climo","Ken",1968,4297,2013,45
"3352","13-Aug-2013",1035,49,"Climo","Ken",1968,4297,2013,45
"3353","2-Jul-2013",1034,56,"Climo","Ken",1968,4297,2013,45
"3354","11-Jun-2013",1034,55,"Climo","Ken",1968,4297,2013,45
"3355","21-May-2013",1033,55,"Climo","Ken",1968,4297,2013,45
"3356","23-Apr-2013",1033,55,"Climo","Ken",1968,4297,2013,45
"3357","26-Mar-2013",1037,54,"Climo","Ken",1968,4297,2013,45
"3358","29-Jan-2013",1041,60,"Climo","Ken",1968,4297,2013,45
"3359","23-Oct-2012",1039,57,"Climo","Ken",1968,4297,2012,44
"3360","18-Sep-2012",1040,57,"Climo","Ken",1968,4297,2012,44
"3361","14-Aug-2012",1040,55,"Climo","Ken",1968,4297,2012,44
"3362","3-Jul-2012",1038,44,"Climo","Ken",1968,4297,2012,44
"3363","23-Mar-2012",1038,46,"Climo","Ken",1968,4297,2012,44
"3364","14-Feb-2012",1039,38,"Climo","Ken",1968,4297,2012,44
"3365","20-Dec-2011",1037,40,"Climo","Ken",1968,4297,2011,43
"3366","25-Oct-2011",1035,46,"Climo","Ken",1968,4297,2011,43
"3367","21-Jun-2011",1034,65,"Climo","Ken",1968,4297,2011,43
"3368","17-May-2011",1034,65,"Climo","Ken",1968,4297,2011,43
"3369","29-Mar-2011",1040,73,"Climo","Ken",1968,4297,2011,43
"3370","14-Dec-2010",1039,80,"Climo","Ken",1968,4297,2010,42
"3371","26-Oct-2010",1035,77,"Climo","Ken",1968,4297,2010,42
"3372","31-Aug-2010",1035,74,"Climo","Ken",1968,4297,2010,42
"3373","22-Jun-2010",1037,71,"Climo","Ken",1968,4297,2010,42
"3374","4-May-2010",1041,61,"Climo","Ken",1968,4297,2010,42
"3375","23-Mar-2010",1038,69,"Climo","Ken",1968,4297,2010,42
"3376","26-Jan-2010",1038,61,"Climo","Ken",1968,4297,2010,42
"3377","20-Oct-2009",1036,60,"Climo","Ken",1968,4297,2009,41
"3378","1-Sep-2009",1035,64,"Climo","Ken",1968,4297,2009,41
"3379","21-Jul-2009",1037,59,"Climo","Ken",1968,4297,2009,41
"3380","19-May-2009",1036,59,"Climo","Ken",1968,4297,2009,41
"3381","17-Mar-2009",1032,58,"Climo","Ken",1968,4297,2009,41
"3382","27-Jan-2009",1032,63,"Climo","Ken",1968,4297,2009,41
"3383","25-Nov-2008",1032,67,"Climo","Ken",1968,4297,2008,40
"3384","9-Sep-2008",1032,71,"Climo","Ken",1968,4297,2008,40
"3385","24-Jun-2008",1035,65,"Climo","Ken",1968,4297,2008,40
"3386","29-Apr-2008",1035,71,"Climo","Ken",1968,4297,2008,40
"3387","29-Jan-2008",1039,80,"Climo","Ken",1968,4297,2008,40
"3388","13-Nov-2007",1038,80,"Climo","Ken",1968,4297,2007,39
"3389","28-Aug-2007",1035,79,"Climo","Ken",1968,4297,2007,39
"3390","26-Jun-2007",1039,74,"Climo","Ken",1968,4297,2007,39
"3391","10-Apr-2007",1039,72,"Climo","Ken",1968,4297,2007,39
"3392","30-Jan-2007",1042,61,"Climo","Ken",1968,4297,2007,39
"3393","19-Dec-2006",1041,52,"Climo","Ken",1968,4297,2006,38
"3394","19-Sep-2006",1043,53,"Climo","Ken",1968,4297,2006,38
"3395","27-Jun-2006",1041,59,"Climo","Ken",1968,4297,2006,38
"3396","18-Apr-2006",1040,59,"Climo","Ken",1968,4297,2006,38
"3397","15-Dec-2005",1037,61,"Climo","Ken",1968,4297,2005,37
"3398","15-Sep-2005",1034,60,"Climo","Ken",1968,4297,2005,37
"3399","15-Jul-2005",1031,66,"Climo","Ken",1968,4297,2005,37
"3400","15-May-2005",1031,57,"Climo","Ken",1968,4297,2005,37
"3401","15-Dec-2004",1033,57,"Climo","Ken",1968,4297,2004,36
"3402","15-Sep-2004",1033,54,"Climo","Ken",1968,4297,2004,36
"3403","15-Jul-2004",1033,46,"Climo","Ken",1968,4297,2004,36
"3404","15-May-2004",1037,35,"Climo","Ken",1968,4297,2004,36
"3405","15-Feb-2004",1036,38,"Climo","Ken",1968,4297,2004,36
"3406","15-Dec-2003",1036,38,"Climo","Ken",1968,4297,2003,35
"3407","15-Sep-2003",1035,40,"Climo","Ken",1968,4297,2003,35
"3408","15-Jul-2003",1040,61,"Climo","Ken",1968,4297,2003,35
"3409","15-May-2003",1039,57,"Climo","Ken",1968,4297,2003,35
"3410","15-Mar-2003",1044,57,"Climo","Ken",1968,4297,2003,35
"3411","30-Sep-2002",1044,57,"Climo","Ken",1968,4297,2002,34
"3412","28-Jul-2002",1038,57,"Climo","Ken",1968,4297,2002,34
"3413","27-May-2002",1036,56,"Climo","Ken",1968,4297,2002,34
"3414","31-Mar-2002",1033,56,"Climo","Ken",1968,4297,2002,34
"3415","16-Dec-2001",1031,53,"Climo","Ken",1968,4297,2001,33
"3416","26-Aug-2001",1028,46,"Climo","Ken",1968,4297,2001,33
"3417","1-Jul-2001",1031,42,"Climo","Ken",1968,4297,2001,33
"3418","29-Apr-2001",1032,41,"Climo","Ken",1968,4297,2001,33
"3419","16-Dec-2000",1035,46,"Climo","Ken",1968,4297,2000,32
"3420","27-Aug-2000",1038,53,"Climo","Ken",1968,4297,2000,32
"3421","25-Jun-2000",1035,54,"Climo","Ken",1968,4297,2000,32
"3422","30-Apr-2000",1037,47,"Climo","Ken",1968,4297,2000,32
"3423","31-Oct-1999",1033,45,"Climo","Ken",1968,4297,1999,31
"3424","29-Aug-1999",1031,41,"Climo","Ken",1968,4297,1999,31
"3425","27-Jun-1999",1030,44,"Climo","Ken",1968,4297,1999,31
"3426","25-Apr-1999",1030,44,"Climo","Ken",1968,4297,1999,31
"3427","15-Nov-1998",1032,31,"Climo","Ken",1968,4297,1998,30
"3428","8-Aug-1998",1033,26,"Climo","Ken",1968,4297,1998,30
"4822","12-Sep-2023",966,8,"Ekstrom","Tomas",1970,4573,2023,53
"4823","13-Sep-2022",970,8,"Ekstrom","Tomas",1970,4573,2022,52
"4824","12-Oct-2021",955,11,"Ekstrom","Tomas",1970,4573,2021,51
"4825","14-Sep-2021",953,9,"Ekstrom","Tomas",1970,4573,2021,51
"4826","10-Aug-2021",950,10,"Ekstrom","Tomas",1970,4573,2021,51
"4827","13-Jul-2021",953,8,"Ekstrom","Tomas",1970,4573,2021,51
"4828","8-Sep-2020",973,13,"Ekstrom","Tomas",1970,4573,2020,50
"4829","8-Oct-2019",977,15,"Ekstrom","Tomas",1970,4573,2019,49
"4830","13-Aug-2019",965,14,"Ekstrom","Tomas",1970,4573,2019,49
"4831","9-Jul-2019",967,19,"Ekstrom","Tomas",1970,4573,2019,49
"4832","9-Oct-2018",966,20,"Ekstrom","Tomas",1970,4573,2018,48
"4833","11-Sep-2018",963,20,"Ekstrom","Tomas",1970,4573,2018,48
"4834","21-Aug-2018",966,18,"Ekstrom","Tomas",1970,4573,2018,48
"4835","31-Jul-2018",973,15,"Ekstrom","Tomas",1970,4573,2018,48
"4836","22-May-2018",969,19,"Ekstrom","Tomas",1970,4573,2018,48
"4837","25-Oct-2017",970,18,"Ekstrom","Tomas",1970,4573,2017,47
"4838","26-Sep-2017",973,15,"Ekstrom","Tomas",1970,4573,2017,47
"4839","22-Aug-2017",981,15,"Ekstrom","Tomas",1970,4573,2017,47
"4840","27-Jun-2017",978,14,"Ekstrom","Tomas",1970,4573,2017,47
"4841","23-May-2017",986,11,"Ekstrom","Tomas",1970,4573,2017,47
"4842","15-Nov-2016",989,14,"Ekstrom","Tomas",1970,4573,2016,46
"4843","18-Oct-2016",993,12,"Ekstrom","Tomas",1970,4573,2016,46
"4844","20-Sep-2016",996,10,"Ekstrom","Tomas",1970,4573,2016,46
"4845","16-Aug-2016",1000,11,"Ekstrom","Tomas",1970,4573,2016,46
"4846","19-Jul-2016",984,9,"Ekstrom","Tomas",1970,4573,2016,46
"4847","20-Oct-2015",978,12,"Ekstrom","Tomas",1970,4573,2015,45
"4848","30-Sep-2015",979,10,"Ekstrom","Tomas",1970,4573,2015,45
"4849","1-Sep-2015",969,17,"Ekstrom","Tomas",1970,4573,2015,45
"4850","26-May-2015",977,29,"Ekstrom","Tomas",1970,4573,2015,45
"4851","28-Oct-2014",983,28,"Ekstrom","Tomas",1970,4573,2014,44
"4852","30-Sep-2014",980,28,"Ekstrom","Tomas",1970,4573,2014,44
"4853","9-Sep-2014",978,25,"Ekstrom","Tomas",1970,4573,2014,44
"4854","26-Aug-2014",980,25,"Ekstrom","Tomas",1970,4573,2014,44
"4855","15-Jul-2014",980,22,"Ekstrom","Tomas",1970,4573,2014,44
"4856","24-Jun-2014",986,23,"Ekstrom","Tomas",1970,4573,2014,44
"4857","19-Nov-2013",987,22,"Ekstrom","Tomas",1970,4573,2013,43
"4858","1-Oct-2013",981,22,"Ekstrom","Tomas",1970,4573,2013,43
"4859","13-Aug-2013",979,21,"Ekstrom","Tomas",1970,4573,2013,43
"4860","2-Jul-2013",971,24,"Ekstrom","Tomas",1970,4573,2013,43
"4861","11-Jun-2013",970,22,"Ekstrom","Tomas",1970,4573,2013,43
"4862","18-Sep-2012",970,20,"Ekstrom","Tomas",1970,4573,2012,42
"4863","14-Aug-2012",977,18,"Ekstrom","Tomas",1970,4573,2012,42
"4864","3-Jul-2012",981,27,"Ekstrom","Tomas",1970,4573,2012,42
"4865","25-Oct-2011",984,25,"Ekstrom","Tomas",1970,4573,2011,41
"4866","13-Sep-2011",980,28,"Ekstrom","Tomas",1970,4573,2011,41
"4867","30-Aug-2011",979,28,"Ekstrom","Tomas",1970,4573,2011,41
"4868","12-Jul-2011",981,21,"Ekstrom","Tomas",1970,4573,2011,41
"4869","14-Dec-2010",990,20,"Ekstrom","Tomas",1970,4573,2010,40
"4870","26-Oct-2010",988,16,"Ekstrom","Tomas",1970,4573,2010,40
"4871","31-Aug-2010",978,23,"Ekstrom","Tomas",1970,4573,2010,40
"4872","20-Jul-2010",985,27,"Ekstrom","Tomas",1970,4573,2010,40
"4873","20-Oct-2009",987,26,"Ekstrom","Tomas",1970,4573,2009,39
"4874","1-Sep-2009",990,18,"Ekstrom","Tomas",1970,4573,2009,39
"4875","21-Jul-2009",975,14,"Ekstrom","Tomas",1970,4573,2009,39
"4876","25-Nov-2008",970,13,"Ekstrom","Tomas",1970,4573,2008,38
"4877","9-Sep-2008",969,12,"Ekstrom","Tomas",1970,4573,2008,38
"4878","24-Jun-2008",979,9,"Ekstrom","Tomas",1970,4573,2008,38
"4879","13-Nov-2007",961,8,"Ekstrom","Tomas",1970,4573,2007,37
"4880","28-Aug-2007",981,8,"Ekstrom","Tomas",1970,4573,2007,37
"4881","19-Sep-2006",1004,9,"Ekstrom","Tomas",1970,4573,2006,36
"4882","15-Sep-2005",999,10,"Ekstrom","Tomas",1970,4573,2005,35
"4883","15-Sep-2004",981,8,"Ekstrom","Tomas",1970,4573,2004,34
"4884","15-Jul-2004",997,10,"Ekstrom","Tomas",1970,4573,2004,34
"4885","15-Feb-2004",977,4,"Ekstrom","Tomas",1970,4573,2004,34
"4886","15-Mar-2003",977,4,"Ekstrom","Tomas",1970,4573,2003,33
