"","ratd","ratr","ratrd","Name","Name_f","Byear","PDGA","year","Age"
"12673","12-Apr-2022",990,9,"Monroe","Tom",1947,33,2022,75
"12674","13-Apr-2021",990,9,"Monroe","Tom",1947,33,2021,74
"12675","9-Mar-2021",990,9,"Monroe","Tom",1947,33,2021,74
"12676","12-Jan-2021",990,9,"Monroe","Tom",1947,33,2021,74
"12677","10-Sep-2019",990,9,"Monroe","Tom",1947,33,2019,72
"12678","31-Jan-2018",984,10,"Monroe","Tom",1947,33,2018,71
"12679","24-Jun-2008",984,10,"Monroe","Tom",1947,33,2008,61
"12680","29-Apr-2008",984,9,"Monroe","Tom",1947,33,2008,61
"12681","13-Nov-2007",986,9,"Monroe","Tom",1947,33,2007,60
"12682","26-Jun-2007",991,18,"Monroe","Tom",1947,33,2007,60
"12683","19-Dec-2006",1000,18,"Monroe","Tom",1947,33,2006,59
"12684","19-Sep-2006",999,22,"Monroe","Tom",1947,33,2006,59
"12685","27-Jun-2006",992,21,"Monroe","Tom",1947,33,2006,59
"12686","15-Dec-2005",989,16,"Monroe","Tom",1947,33,2005,58
"12687","4-Oct-2005",994,10,"Monroe","Tom",1947,33,2005,58
"12688","15-Sep-2005",1002,8,"Monroe","Tom",1947,33,2005,58
"12689","15-Jul-2005",1001,8,"Monroe","Tom",1947,33,2005,58
"12690","15-May-2005",989,9,"Monroe","Tom",1947,33,2005,58
"12691","15-Sep-2004",988,19,"Monroe","Tom",1947,33,2004,57
"12692","15-Feb-2004",986,19,"Monroe","Tom",1947,33,2004,57
"12693","15-Dec-2003",988,17,"Monroe","Tom",1947,33,2003,56
"12694","15-Jul-2003",997,18,"Monroe","Tom",1947,33,2003,56
"12695","31-Dec-2002",994,23,"Monroe","Tom",1947,33,2002,55
"12696","30-Sep-2002",993,21,"Monroe","Tom",1947,33,2002,55
"12697","27-May-2002",998,21,"Monroe","Tom",1947,33,2002,55
"12698","26-Aug-2001",999,19,"Monroe","Tom",1947,33,2001,54
"12699","1-Jul-2001",992,20,"Monroe","Tom",1947,33,2001,54
"12700","29-Apr-2001",986,23,"Monroe","Tom",1947,33,2001,54
"12701","16-Dec-2000",987,20,"Monroe","Tom",1947,33,2000,53
"12702","27-Aug-2000",987,18,"Monroe","Tom",1947,33,2000,53
"12703","25-Jun-2000",993,20,"Monroe","Tom",1947,33,2000,53
"12704","30-Apr-2000",998,17,"Monroe","Tom",1947,33,2000,53
"12705","29-Aug-1999",990,22,"Monroe","Tom",1947,33,1999,52
"12706","27-Jun-1999",976,11,"Monroe","Tom",1947,33,1999,52
"12707","8-Aug-1998",957,8,"Monroe","Tom",1947,33,1998,51
"21356","11-Mar-2025",930,16,"Wolfe","Lavone",1954,580,2025,71
"21357","8-Oct-2024",935,15,"Wolfe","Lavone",1954,580,2024,70
"21358","10-Sep-2024",934,13,"Wolfe","Lavone",1954,580,2024,70
"21359","9-Jul-2024",946,8,"Wolfe","Lavone",1954,580,2024,70
"21360","11-Jun-2024",932,9,"Wolfe","Lavone",1954,580,2024,70
"21361","9-May-2023",936,10,"Wolfe","Lavone",1954,580,2023,69
"21362","14-Mar-2023",935,9,"Wolfe","Lavone",1954,580,2023,69
"21363","14-Feb-2023",941,8,"Wolfe","Lavone",1954,580,2023,69
"21364","13-Sep-2022",936,9,"Wolfe","Lavone",1954,580,2022,68
"21365","14-Jun-2022",936,9,"Wolfe","Lavone",1954,580,2022,68
"21366","8-Jun-2021",952,17,"Wolfe","Lavone",1954,580,2021,67
"21367","11-May-2021",952,17,"Wolfe","Lavone",1954,580,2021,67
"21368","9-Feb-2021",959,16,"Wolfe","Lavone",1954,580,2021,67
"21369","12-Jan-2021",963,15,"Wolfe","Lavone",1954,580,2021,67
"21370","8-Dec-2020",963,15,"Wolfe","Lavone",1954,580,2020,66
"21371","13-Oct-2020",963,15,"Wolfe","Lavone",1954,580,2020,66
"21372","11-Aug-2020",967,11,"Wolfe","Lavone",1954,580,2020,66
"21373","14-Jul-2020",951,9,"Wolfe","Lavone",1954,580,2020,66
"21374","10-Mar-2020",959,8,"Wolfe","Lavone",1954,580,2020,66
"21375","8-Oct-2019",957,9,"Wolfe","Lavone",1954,580,2019,65
"21376","10-Sep-2019",953,8,"Wolfe","Lavone",1954,580,2019,65
"21377","13-Aug-2019",954,10,"Wolfe","Lavone",1954,580,2019,65
"21378","11-Jun-2019",958,8,"Wolfe","Lavone",1954,580,2019,65
"21379","18-Dec-2018",961,9,"Wolfe","Lavone",1954,580,2018,64
"21380","26-Jun-2018",944,13,"Wolfe","Lavone",1954,580,2018,64
"21381","22-May-2018",941,9,"Wolfe","Lavone",1954,580,2018,64
"21382","13-Mar-2018",949,10,"Wolfe","Lavone",1954,580,2018,64
"21383","12-Dec-2017",938,8,"Wolfe","Lavone",1954,580,2017,63
"21384","27-Jun-2017",946,17,"Wolfe","Lavone",1954,580,2017,63
"21385","26-Apr-2017",962,19,"Wolfe","Lavone",1954,580,2017,63
"21386","6-Dec-2016",956,23,"Wolfe","Lavone",1954,580,2016,62
"21387","20-Sep-2016",955,24,"Wolfe","Lavone",1954,580,2016,62
"21388","21-Jun-2016",950,25,"Wolfe","Lavone",1954,580,2016,62
"21389","17-May-2016",951,20,"Wolfe","Lavone",1954,580,2016,62
"21390","19-Apr-2016",953,18,"Wolfe","Lavone",1954,580,2016,62
"21391","26-Jan-2016",953,17,"Wolfe","Lavone",1954,580,2016,62
"21392","8-Dec-2015",966,15,"Wolfe","Lavone",1954,580,2015,61
"21393","17-Nov-2015",967,13,"Wolfe","Lavone",1954,580,2015,61
"21394","1-Sep-2015",963,14,"Wolfe","Lavone",1954,580,2015,61
"21395","23-Jun-2015",957,15,"Wolfe","Lavone",1954,580,2015,61
"21396","28-Apr-2015",962,15,"Wolfe","Lavone",1954,580,2015,61
"21397","16-Dec-2014",970,22,"Wolfe","Lavone",1954,580,2014,60
"21398","18-Nov-2014",969,23,"Wolfe","Lavone",1954,580,2014,60
"21399","30-Sep-2014",972,21,"Wolfe","Lavone",1954,580,2014,60
"21400","26-Aug-2014",969,19,"Wolfe","Lavone",1954,580,2014,60
"21401","24-Jun-2014",970,17,"Wolfe","Lavone",1954,580,2014,60
"21402","15-Apr-2014",976,15,"Wolfe","Lavone",1954,580,2014,60
"21403","18-Mar-2014",979,13,"Wolfe","Lavone",1954,580,2014,60
"21404","18-Feb-2014",983,13,"Wolfe","Lavone",1954,580,2014,60
"21405","21-Jan-2014",976,12,"Wolfe","Lavone",1954,580,2014,60
"21406","19-Nov-2013",963,9,"Wolfe","Lavone",1954,580,2013,59
"21407","26-Mar-2013",971,32,"Wolfe","Lavone",1954,580,2013,59
"21408","26-Feb-2013",969,31,"Wolfe","Lavone",1954,580,2013,59
"21409","29-Jan-2013",970,30,"Wolfe","Lavone",1954,580,2013,59
"21410","18-Dec-2012",970,30,"Wolfe","Lavone",1954,580,2012,58
"21411","18-Sep-2012",976,28,"Wolfe","Lavone",1954,580,2012,58
"21412","14-Aug-2012",975,24,"Wolfe","Lavone",1954,580,2012,58
"21413","15-May-2012",976,25,"Wolfe","Lavone",1954,580,2012,58
"21414","24-Jan-2012",976,24,"Wolfe","Lavone",1954,580,2012,58
"21415","20-Dec-2011",977,25,"Wolfe","Lavone",1954,580,2011,57
"21416","25-Oct-2011",973,23,"Wolfe","Lavone",1954,580,2011,57
"21417","12-Jul-2011",967,21,"Wolfe","Lavone",1954,580,2011,57
"21418","21-Jun-2011",963,21,"Wolfe","Lavone",1954,580,2011,57
"21419","17-May-2011",956,16,"Wolfe","Lavone",1954,580,2011,57
"21420","29-Mar-2011",961,15,"Wolfe","Lavone",1954,580,2011,57
"21421","22-Feb-2011",963,13,"Wolfe","Lavone",1954,580,2011,57
"21422","25-Jan-2011",966,13,"Wolfe","Lavone",1954,580,2011,57
"21423","26-Oct-2010",968,20,"Wolfe","Lavone",1954,580,2010,56
"21424","31-Aug-2010",969,25,"Wolfe","Lavone",1954,580,2010,56
"21425","22-Jun-2010",974,29,"Wolfe","Lavone",1954,580,2010,56
"21426","4-May-2010",982,27,"Wolfe","Lavone",1954,580,2010,56
"21427","15-Dec-2009",981,29,"Wolfe","Lavone",1954,580,2009,55
"21428","20-Oct-2009",981,27,"Wolfe","Lavone",1954,580,2009,55
"21429","1-Sep-2009",983,28,"Wolfe","Lavone",1954,580,2009,55
"21430","21-Jul-2009",991,24,"Wolfe","Lavone",1954,580,2009,55
"21431","19-May-2009",981,29,"Wolfe","Lavone",1954,580,2009,55
"21432","27-Jan-2009",979,37,"Wolfe","Lavone",1954,580,2009,55
"21433","25-Nov-2008",977,33,"Wolfe","Lavone",1954,580,2008,54
"21434","9-Sep-2008",980,33,"Wolfe","Lavone",1954,580,2008,54
"21435","24-Jun-2008",977,31,"Wolfe","Lavone",1954,580,2008,54
"21436","29-Apr-2008",976,30,"Wolfe","Lavone",1954,580,2008,54
"21437","29-Jan-2008",980,24,"Wolfe","Lavone",1954,580,2008,54
"21438","13-Nov-2007",979,22,"Wolfe","Lavone",1954,580,2007,53
"21439","26-Jun-2007",978,50,"Wolfe","Lavone",1954,580,2007,53
"21440","10-Apr-2007",982,51,"Wolfe","Lavone",1954,580,2007,53
"21441","19-Dec-2006",984,64,"Wolfe","Lavone",1954,580,2006,52
"21442","19-Sep-2006",985,64,"Wolfe","Lavone",1954,580,2006,52
"21443","27-Jun-2006",986,50,"Wolfe","Lavone",1954,580,2006,52
"21444","24-Jan-2006",988,30,"Wolfe","Lavone",1954,580,2006,52
"21445","15-Dec-2005",987,26,"Wolfe","Lavone",1954,580,2005,51
"21446","15-Jul-2005",983,16,"Wolfe","Lavone",1954,580,2005,51
"21447","15-May-2005",981,14,"Wolfe","Lavone",1954,580,2005,51
"21448","15-Sep-2004",976,25,"Wolfe","Lavone",1954,580,2004,50
"21449","15-Jul-2004",978,28,"Wolfe","Lavone",1954,580,2004,50
"21450","15-May-2004",981,29,"Wolfe","Lavone",1954,580,2004,50
"21451","15-Feb-2004",977,29,"Wolfe","Lavone",1954,580,2004,50
"21452","15-Dec-2003",980,30,"Wolfe","Lavone",1954,580,2003,49
"21453","15-Sep-2003",982,42,"Wolfe","Lavone",1954,580,2003,49
"21454","15-Jul-2003",982,39,"Wolfe","Lavone",1954,580,2003,49
"21455","15-May-2003",980,29,"Wolfe","Lavone",1954,580,2003,49
"21456","15-Mar-2003",983,24,"Wolfe","Lavone",1954,580,2003,49
"21457","31-Dec-2002",982,24,"Wolfe","Lavone",1954,580,2002,48
"21458","30-Sep-2002",980,17,"Wolfe","Lavone",1954,580,2002,48
"21459","27-Aug-2000",992,21,"Wolfe","Lavone",1954,580,2000,46
"21460","25-Jun-2000",990,17,"Wolfe","Lavone",1954,580,2000,46
"21461","30-Apr-2000",985,15,"Wolfe","Lavone",1954,580,2000,46
"21462","31-Oct-1999",985,14,"Wolfe","Lavone",1954,580,1999,45
"21463","15-Nov-1998",976,10,"Wolfe","Lavone",1954,580,1998,44
"21464","8-Aug-1998",979,8,"Wolfe","Lavone",1954,580,1998,44
"6337","10-Dec-2024",937,14,"Greenwell","David",1953,962,2024,71
"6338","8-Oct-2024",934,12,"Greenwell","David",1953,962,2024,71
"6339","9-Jul-2024",947,16,"Greenwell","David",1953,962,2024,71
"6340","14-May-2024",938,10,"Greenwell","David",1953,962,2024,71
"6341","9-Jan-2024",938,10,"Greenwell","David",1953,962,2024,71
"6342","10-Oct-2023",941,8,"Greenwell","David",1953,962,2023,70
"6343","8-Aug-2023",934,12,"Greenwell","David",1953,962,2023,70
"6344","13-Sep-2022",924,7,"Greenwell","David",1953,962,2022,69
"6345","9-Aug-2022",937,8,"Greenwell","David",1953,962,2022,69
"6346","12-Apr-2022",953,9,"Greenwell","David",1953,962,2022,69
"6347","14-Sep-2021",953,9,"Greenwell","David",1953,962,2021,68
"6348","10-Aug-2021",953,9,"Greenwell","David",1953,962,2021,68
"6349","13-Jul-2021",959,10,"Greenwell","David",1953,962,2021,68
"6350","11-May-2021",971,11,"Greenwell","David",1953,962,2021,68
"6351","9-Mar-2021",971,11,"Greenwell","David",1953,962,2021,68
"6352","12-Jan-2021",971,11,"Greenwell","David",1953,962,2021,68
"6353","10-Nov-2020",971,11,"Greenwell","David",1953,962,2020,67
"6354","12-Nov-2019",980,10,"Greenwell","David",1953,962,2019,66
"6355","10-Sep-2019",978,18,"Greenwell","David",1953,962,2019,66
"6356","9-Jul-2019",988,17,"Greenwell","David",1953,962,2019,66
"6357","9-Oct-2018",976,19,"Greenwell","David",1953,962,2018,65
"6358","11-Sep-2018",981,22,"Greenwell","David",1953,962,2018,65
"6359","21-Aug-2018",996,15,"Greenwell","David",1953,962,2018,65
"6360","14-Nov-2017",980,23,"Greenwell","David",1953,962,2017,64
"6361","25-Oct-2017",987,19,"Greenwell","David",1953,962,2017,64
"6362","26-Sep-2017",985,16,"Greenwell","David",1953,962,2017,64
"6363","25-Jul-2017",975,19,"Greenwell","David",1953,962,2017,64
"6364","23-May-2017",978,17,"Greenwell","David",1953,962,2017,64
"6365","24-Jan-2017",980,14,"Greenwell","David",1953,962,2017,64
"6366","20-Sep-2016",979,20,"Greenwell","David",1953,962,2016,63
"6367","16-Aug-2016",977,21,"Greenwell","David",1953,962,2016,63
"6368","19-Jul-2016",976,18,"Greenwell","David",1953,962,2016,63
"6369","21-Jun-2016",974,18,"Greenwell","David",1953,962,2016,63
"6370","23-Feb-2016",969,16,"Greenwell","David",1953,962,2016,63
"6371","26-Jan-2016",969,14,"Greenwell","David",1953,962,2016,63
"6372","30-Sep-2015",973,12,"Greenwell","David",1953,962,2015,62
"6373","1-Sep-2015",976,15,"Greenwell","David",1953,962,2015,62
"6374","23-Jun-2015",968,9,"Greenwell","David",1953,962,2015,62
"6375","9-Sep-2014",975,8,"Greenwell","David",1953,962,2014,61
"6376","1-Oct-2013",984,10,"Greenwell","David",1953,962,2013,60
"6377","14-Aug-2012",988,18,"Greenwell","David",1953,962,2012,59
"6378","13-Sep-2011",1005,23,"Greenwell","David",1953,962,2011,58
"6379","30-Aug-2011",1000,20,"Greenwell","David",1953,962,2011,58
"6380","17-May-2011",1004,25,"Greenwell","David",1953,962,2011,58
"6381","29-Mar-2011",1006,22,"Greenwell","David",1953,962,2011,58
"6382","14-Dec-2010",1009,19,"Greenwell","David",1953,962,2010,57
"6383","26-Oct-2010",1007,19,"Greenwell","David",1953,962,2010,57
"6384","31-Aug-2010",997,22,"Greenwell","David",1953,962,2010,57
"6385","22-Jun-2010",1000,17,"Greenwell","David",1953,962,2010,57
"6386","20-Oct-2009",1008,18,"Greenwell","David",1953,962,2009,56
"6387","1-Sep-2009",1009,25,"Greenwell","David",1953,962,2009,56
"6388","21-Jul-2009",1018,22,"Greenwell","David",1953,962,2009,56
"6389","25-Nov-2008",1014,34,"Greenwell","David",1953,962,2008,55
"6390","9-Sep-2008",1010,34,"Greenwell","David",1953,962,2008,55
"6391","24-Jun-2008",1007,33,"Greenwell","David",1953,962,2008,55
"6392","29-Apr-2008",1004,34,"Greenwell","David",1953,962,2008,55
"6393","29-Jan-2008",1014,28,"Greenwell","David",1953,962,2008,55
"6394","13-Nov-2007",1011,30,"Greenwell","David",1953,962,2007,54
"6395","28-Aug-2007",1012,35,"Greenwell","David",1953,962,2007,54
"6396","26-Jun-2007",1008,32,"Greenwell","David",1953,962,2007,54
"6397","10-Apr-2007",1014,22,"Greenwell","David",1953,962,2007,54
"6398","19-Dec-2006",1007,23,"Greenwell","David",1953,962,2006,53
"6399","19-Sep-2006",1012,25,"Greenwell","David",1953,962,2006,53
"6400","15-Dec-2005",1002,37,"Greenwell","David",1953,962,2005,52
"6401","15-Sep-2005",1005,36,"Greenwell","David",1953,962,2005,52
"6402","15-Jul-2005",1003,36,"Greenwell","David",1953,962,2005,52
"6403","15-May-2005",1007,31,"Greenwell","David",1953,962,2005,52
"6404","15-Dec-2004",1006,23,"Greenwell","David",1953,962,2004,51
"6405","15-Sep-2004",1002,26,"Greenwell","David",1953,962,2004,51
"6406","15-Jul-2004",1000,19,"Greenwell","David",1953,962,2004,51
"6407","15-May-2004",1001,24,"Greenwell","David",1953,962,2004,51
"6408","15-Feb-2004",1004,24,"Greenwell","David",1953,962,2004,51
"6409","15-Dec-2003",1004,24,"Greenwell","David",1953,962,2003,50
"6410","15-Sep-2003",1006,23,"Greenwell","David",1953,962,2003,50
"6411","15-Jul-2003",1013,21,"Greenwell","David",1953,962,2003,50
"6412","31-Dec-2002",1017,30,"Greenwell","David",1953,962,2002,49
"6413","30-Sep-2002",1019,34,"Greenwell","David",1953,962,2002,49
"6414","28-Jul-2002",1018,38,"Greenwell","David",1953,962,2002,49
"6415","31-Mar-2002",1017,40,"Greenwell","David",1953,962,2002,49
"6416","16-Dec-2001",1019,30,"Greenwell","David",1953,962,2001,48
"6417","26-Aug-2001",1017,29,"Greenwell","David",1953,962,2001,48
"6418","1-Jul-2001",1003,27,"Greenwell","David",1953,962,2001,48
"6419","29-Apr-2001",1005,25,"Greenwell","David",1953,962,2001,48
"6420","16-Dec-2000",999,36,"Greenwell","David",1953,962,2000,47
"6421","27-Aug-2000",996,34,"Greenwell","David",1953,962,2000,47
"6422","25-Jun-2000",999,38,"Greenwell","David",1953,962,2000,47
"6423","30-Apr-2000",998,39,"Greenwell","David",1953,962,2000,47
"6424","31-Oct-1999",1002,46,"Greenwell","David",1953,962,1999,46
"6425","29-Aug-1999",1001,47,"Greenwell","David",1953,962,1999,46
"6426","27-Jun-1999",1001,44,"Greenwell","David",1953,962,1999,46
"6427","25-Apr-1999",1001,37,"Greenwell","David",1953,962,1999,46
"6428","15-Nov-1998",1000,20,"Greenwell","David",1953,962,1998,45
"6429","8-Aug-1998",1001,11,"Greenwell","David",1953,962,1998,45
"4538","13-Sep-2022",835,7,"Dunipace","Dave",1949,987,2022,73
"4539","8-Mar-2022",845,7,"Dunipace","Dave",1949,987,2022,73
"4540","8-Feb-2022",802,7,"Dunipace","Dave",1949,987,2022,73
"4541","9-Nov-2021",801,6,"Dunipace","Dave",1949,987,2021,72
"4542","14-Sep-2021",801,6,"Dunipace","Dave",1949,987,2021,72
"4543","11-May-2021",847,7,"Dunipace","Dave",1949,987,2021,72
"4544","9-Mar-2021",847,7,"Dunipace","Dave",1949,987,2021,72
"4545","10-Mar-2020",866,8,"Dunipace","Dave",1949,987,2020,71
"4546","9-Jul-2019",866,8,"Dunipace","Dave",1949,987,2019,70
"4547","14-May-2019",901,11,"Dunipace","Dave",1949,987,2019,70
"4548","19-Mar-2019",901,10,"Dunipace","Dave",1949,987,2019,70
"4549","22-May-2018",908,17,"Dunipace","Dave",1949,987,2018,69
"4550","13-Mar-2018",912,21,"Dunipace","Dave",1949,987,2018,69
"4551","31-Jan-2018",912,20,"Dunipace","Dave",1949,987,2018,69
"4552","12-Dec-2017",909,19,"Dunipace","Dave",1949,987,2017,68
"4553","14-Nov-2017",909,18,"Dunipace","Dave",1949,987,2017,68
"4554","25-Oct-2017",903,12,"Dunipace","Dave",1949,987,2017,68
"4555","26-Apr-2017",909,20,"Dunipace","Dave",1949,987,2017,68
"4556","28-Mar-2017",918,24,"Dunipace","Dave",1949,987,2017,68
"4557","24-Jan-2017",908,27,"Dunipace","Dave",1949,987,2017,68
"4558","6-Dec-2016",912,26,"Dunipace","Dave",1949,987,2016,67
"4559","18-Oct-2016",917,30,"Dunipace","Dave",1949,987,2016,67
"4560","20-Sep-2016",909,34,"Dunipace","Dave",1949,987,2016,67
"4561","21-Jun-2016",919,41,"Dunipace","Dave",1949,987,2016,67
"4562","17-May-2016",919,39,"Dunipace","Dave",1949,987,2016,67
"4563","19-Apr-2016",919,41,"Dunipace","Dave",1949,987,2016,67
"4564","22-Mar-2016",918,39,"Dunipace","Dave",1949,987,2016,67
"4565","26-Jan-2016",917,43,"Dunipace","Dave",1949,987,2016,67
"4566","8-Dec-2015",912,40,"Dunipace","Dave",1949,987,2015,66
"4567","17-Nov-2015",909,37,"Dunipace","Dave",1949,987,2015,66
"4568","20-Oct-2015",912,38,"Dunipace","Dave",1949,987,2015,66
"4569","30-Sep-2015",916,35,"Dunipace","Dave",1949,987,2015,66
"4570","1-Sep-2015",922,35,"Dunipace","Dave",1949,987,2015,66
"4571","23-Jun-2015",920,35,"Dunipace","Dave",1949,987,2015,66
"4572","28-Apr-2015",919,34,"Dunipace","Dave",1949,987,2015,66
"4573","24-Mar-2015",919,31,"Dunipace","Dave",1949,987,2015,66
"4574","27-Jan-2015",923,26,"Dunipace","Dave",1949,987,2015,66
"4575","28-Oct-2014",929,28,"Dunipace","Dave",1949,987,2014,65
"4576","9-Sep-2014",926,24,"Dunipace","Dave",1949,987,2014,65
"4577","15-Jul-2014",924,27,"Dunipace","Dave",1949,987,2014,65
"4578","27-May-2014",928,26,"Dunipace","Dave",1949,987,2014,65
"4579","18-Mar-2014",929,26,"Dunipace","Dave",1949,987,2014,65
"4580","18-Feb-2014",921,28,"Dunipace","Dave",1949,987,2014,65
"4581","22-Oct-2013",918,29,"Dunipace","Dave",1949,987,2013,64
"4582","1-Oct-2013",921,25,"Dunipace","Dave",1949,987,2013,64
"4583","13-Aug-2013",929,18,"Dunipace","Dave",1949,987,2013,64
"4584","21-May-2013",923,29,"Dunipace","Dave",1949,987,2013,64
"4585","23-Apr-2013",921,27,"Dunipace","Dave",1949,987,2013,64
"4586","26-Mar-2013",920,25,"Dunipace","Dave",1949,987,2013,64
"4587","18-Dec-2012",905,20,"Dunipace","Dave",1949,987,2012,63
"4588","14-Aug-2012",918,17,"Dunipace","Dave",1949,987,2012,63
"4589","15-May-2012",941,14,"Dunipace","Dave",1949,987,2012,63
"4590","22-Nov-2011",949,19,"Dunipace","Dave",1949,987,2011,62
"4591","13-Sep-2011",948,26,"Dunipace","Dave",1949,987,2011,62
"4592","30-Aug-2011",949,24,"Dunipace","Dave",1949,987,2011,62
"4593","12-Jul-2011",945,35,"Dunipace","Dave",1949,987,2011,62
"4594","21-Jun-2011",943,33,"Dunipace","Dave",1949,987,2011,62
"4595","29-Mar-2011",949,30,"Dunipace","Dave",1949,987,2011,62
"4596","14-Dec-2010",949,34,"Dunipace","Dave",1949,987,2010,61
"4597","26-Oct-2010",945,37,"Dunipace","Dave",1949,987,2010,61
"4598","31-Aug-2010",949,34,"Dunipace","Dave",1949,987,2010,61
"4599","22-Jun-2010",948,33,"Dunipace","Dave",1949,987,2010,61
"4600","23-Mar-2010",949,28,"Dunipace","Dave",1949,987,2010,61
"4601","15-Dec-2009",950,29,"Dunipace","Dave",1949,987,2009,60
"4602","20-Oct-2009",952,27,"Dunipace","Dave",1949,987,2009,60
"4603","1-Sep-2009",952,29,"Dunipace","Dave",1949,987,2009,60
"4604","21-Jul-2009",953,22,"Dunipace","Dave",1949,987,2009,60
"4605","17-Mar-2009",966,31,"Dunipace","Dave",1949,987,2009,60
"4606","27-Jan-2009",966,34,"Dunipace","Dave",1949,987,2009,60
"4607","25-Nov-2008",967,31,"Dunipace","Dave",1949,987,2008,59
"4608","9-Sep-2008",969,34,"Dunipace","Dave",1949,987,2008,59
"4609","24-Jun-2008",967,37,"Dunipace","Dave",1949,987,2008,59
"4610","29-Apr-2008",974,38,"Dunipace","Dave",1949,987,2008,59
"4611","29-Jan-2008",975,42,"Dunipace","Dave",1949,987,2008,59
"4612","13-Nov-2007",972,41,"Dunipace","Dave",1949,987,2007,58
"4613","28-Aug-2007",968,44,"Dunipace","Dave",1949,987,2007,58
"4614","26-Jun-2007",974,45,"Dunipace","Dave",1949,987,2007,58
"4615","10-Apr-2007",972,42,"Dunipace","Dave",1949,987,2007,58
"4616","19-Dec-2006",969,39,"Dunipace","Dave",1949,987,2006,57
"4617","19-Sep-2006",968,36,"Dunipace","Dave",1949,987,2006,57
"4618","27-Jun-2006",963,30,"Dunipace","Dave",1949,987,2006,57
"4619","18-Apr-2006",964,33,"Dunipace","Dave",1949,987,2006,57
"4620","24-Jan-2006",973,33,"Dunipace","Dave",1949,987,2006,57
"4621","15-Dec-2005",971,32,"Dunipace","Dave",1949,987,2005,56
"4622","15-Sep-2005",959,46,"Dunipace","Dave",1949,987,2005,56
"4623","15-Jul-2005",966,43,"Dunipace","Dave",1949,987,2005,56
"4624","15-May-2005",968,35,"Dunipace","Dave",1949,987,2005,56
"4625","15-Dec-2004",965,33,"Dunipace","Dave",1949,987,2004,55
"4626","15-Sep-2004",967,33,"Dunipace","Dave",1949,987,2004,55
"4627","15-Jul-2004",970,29,"Dunipace","Dave",1949,987,2004,55
"4628","15-May-2004",969,31,"Dunipace","Dave",1949,987,2004,55
"4629","15-Feb-2004",973,32,"Dunipace","Dave",1949,987,2004,55
"4630","15-Dec-2003",973,32,"Dunipace","Dave",1949,987,2003,54
"4631","15-Sep-2003",975,30,"Dunipace","Dave",1949,987,2003,54
"4632","15-May-2003",976,41,"Dunipace","Dave",1949,987,2003,54
"4633","15-Mar-2003",980,42,"Dunipace","Dave",1949,987,2003,54
"4634","30-Sep-2002",981,40,"Dunipace","Dave",1949,987,2002,53
"4635","28-Jul-2002",981,40,"Dunipace","Dave",1949,987,2002,53
"4636","27-May-2002",983,43,"Dunipace","Dave",1949,987,2002,53
"4637","31-Mar-2002",984,40,"Dunipace","Dave",1949,987,2002,53
"4638","16-Dec-2001",979,38,"Dunipace","Dave",1949,987,2001,52
"4639","26-Aug-2001",977,34,"Dunipace","Dave",1949,987,2001,52
"4640","1-Jul-2001",974,29,"Dunipace","Dave",1949,987,2001,52
"4641","29-Apr-2001",970,21,"Dunipace","Dave",1949,987,2001,52
"4642","16-Dec-2000",967,25,"Dunipace","Dave",1949,987,2000,51
"4643","27-Aug-2000",967,29,"Dunipace","Dave",1949,987,2000,51
"4644","25-Jun-2000",972,28,"Dunipace","Dave",1949,987,2000,51
"4645","30-Apr-2000",971,31,"Dunipace","Dave",1949,987,2000,51
"4646","31-Oct-1999",972,31,"Dunipace","Dave",1949,987,1999,50
"4647","29-Aug-1999",972,29,"Dunipace","Dave",1949,987,1999,50
"4648","27-Jun-1999",964,27,"Dunipace","Dave",1949,987,1999,50
"4649","25-Apr-1999",964,29,"Dunipace","Dave",1949,987,1999,50
"4650","15-Nov-1998",960,20,"Dunipace","Dave",1949,987,1998,49
"4651","8-Aug-1998",961,12,"Dunipace","Dave",1949,987,1998,49
"18069","26-Jun-2007",886,2,"Smethers","Ted",1955,1159,2007,52
"1449","14-Jan-2025",944,47,"Beaver","Alan",1952,1213,2025,73
"1450","10-Dec-2024",944,46,"Beaver","Alan",1952,1213,2024,72
"1451","8-Oct-2024",942,42,"Beaver","Alan",1952,1213,2024,72
"1452","10-Sep-2024",942,36,"Beaver","Alan",1952,1213,2024,72
"1453","13-Aug-2024",945,42,"Beaver","Alan",1952,1213,2024,72
"1454","9-Jul-2024",949,41,"Beaver","Alan",1952,1213,2024,72
"1455","11-Jun-2024",947,45,"Beaver","Alan",1952,1213,2024,72
"1456","14-May-2024",950,44,"Beaver","Alan",1952,1213,2024,72
"1457","12-Mar-2024",953,45,"Beaver","Alan",1952,1213,2024,72
"1458","13-Feb-2024",951,43,"Beaver","Alan",1952,1213,2024,72
"1459","9-Jan-2024",952,43,"Beaver","Alan",1952,1213,2024,72
"1460","12-Dec-2023",955,46,"Beaver","Alan",1952,1213,2023,71
"1461","12-Sep-2023",953,49,"Beaver","Alan",1952,1213,2023,71
"1462","8-Aug-2023",951,44,"Beaver","Alan",1952,1213,2023,71
"1463","11-Jul-2023",950,46,"Beaver","Alan",1952,1213,2023,71
"1464","13-Jun-2023",950,47,"Beaver","Alan",1952,1213,2023,71
"1465","9-May-2023",955,48,"Beaver","Alan",1952,1213,2023,71
"1466","11-Apr-2023",953,49,"Beaver","Alan",1952,1213,2023,71
